0.866756;85.731506;319.993496;63.682556;120.053291;95.438719;74.512482;79.899073;54.263115;40.000000;40.000000
1.813317;70.499897;90.745211;59.941530;42.517185;71.043015;44.507265;75.987816;180.643320;40.000000;40.000000
2.767136;191.473246;38.999081;95.673800;130.696774;82.841635;53.245783;73.900461;96.269608;39.694958;38.932353
3.724710;79.797745;41.580915;110.755444;83.198309;62.932730;53.687572;197.982550;159.019947;40.000000;40.000000
4.706160;331.415176;39.659739;69.510937;123.149872;55.248022;51.920414;135.779381;160.697937;39.896301;39.637054
5.657809;108.116865;80.069304;41.974068;19.195557;108.781576;132.091045;50.542355;127.024651;27.319196;24.148996
6.599726;77.876568;53.107977;77.163219;12.102604;85.849047;141.895533;112.182140;14.433146;-8.171340;14.848939
7.562288;80.458403;122.671604;89.727879;13.172626;190.245152;58.855295;152.437687;16.982555;-4.411284;16.052676
8.507616;125.439882;60.042858;43.007612;12.953758;72.198153;171.207666;63.528538;42.788744;23.514672;19.393340
9.471110;123.826742;39.663792;121.974468;10.063887;47.547102;150.074720;15.928745;156.689405;-4.025242;9.496909
10.445085;83.725214;73.831558;108.461380;178.892374;95.045567;50.011396;342.516661;107.476473;40.000000;40.000000
11.400566;75.002909;53.209305;13.480663;135.540247;43.570995;218.227863;17.440557;15.199184;-26.419906;5.099319
12.351147;123.028278;124.300957;41.564703;38.828850;149.701834;128.876925;20.249367;19.925117;-6.253424;30.029425
13.303225;48.434734;101.015806;42.107821;37.637234;41.139126;36.465883;42.756319;325.242281;35.328645;36.584201
14.247341;224.027872;38.999081;58.766127;38.318157;34.017801;62.097788;61.542511;61.031818;34.111969;34.004656
15.198223;47.802448;134.944439;46.736479;28.935194;28.833866;44.912577;102.564096;289.424896;24.748207;24.763647
16.150889;239.681005;58.154106;57.866335;99.212170;25.785923;29.563427;70.041895;126.667976;19.628217;26.565177
17.213597;51.916361;53.480864;48.057795;24.971247;26.641130;220.728636;45.459747;69.340706;20.661431;20.406972
18.158256;239.073038;41.191816;103.273392;89.557648;20.233154;25.125265;42.857647;57.529926;11.339789;21.151758
19.101127;96.747875;64.294577;37.637234;152.697086;19.921064;21.011353;78.983068;76.838970;6.260593;16.920643
20.079929;90.080500;513.586521;102.543831;55.843830;19.617081;20.601988;159.867048;63.220501;6.734831;18.708463
21.025130;115.262508;64.290524;123.676777;160.122395;20.484447;19.515753;44.422150;68.834066;6.402553;18.740579
21.975711;204.966068;55.179119;69.020510;123.676777;64.906597;20.075083;20.233154;41.191816;0.698297;24.867285
22.935018;49.760103;90.607405;55.199385;63.240767;61.197996;21.282911;23.054123;471.036911;4.811631;26.279159
23.958953;326.044798;298.722744;66.385984;147.355080;43.522358;47.295809;23.374319;23.799896;2.517242;32.464539
24.941546;66.604853;716.311216;104.124546;59.515953;61.522245;97.205877;109.835386;25.242805;22.010277;37.751285
25.893785;165.359020;130.441427;86.748838;51.746130;53.075552;127.620459;42.602301;35.018921;33.927827;39.240978
26.851144;59.718609;124.252319;83.279371;96.370935;60.638666;116.928339;94.757795;183.634520;40.000000;40.000000
27.801856;101.725101;47.940254;54.810286;73.985577;70.175648;175.593138;91.000557;49.403429;40.000000;40.000000
28.785775;63.804150;114.289761;90.222359;65.007925;169.626951;55.454731;194.549561;506.534100;40.000000;40.000000
29.737897;160.616875;41.686296;81.394672;109.973192;48.467159;153.848171;45.625925;51.815033;40.000000;40.000000
30.689327;42.618513;86.651564;142.479181;80.855608;76.514721;91.713905;62.389612;104.566336;40.000000;40.000000
31.681815;304.044485;88.860512;121.581316;198.781013;80.563784;73.762655;150.107145;250.138044;40.000000;40.000000
32.682516;49.893856;406.316757;102.053404;377.110004;122.079849;57.343483;100.898266;317.152262;40.000000;40.000000
33.644038;157.301426;38.727522;76.689005;57.578564;65.332174;43.437243;170.170069;237.796307;39.612197;38.642690
34.604875;93.193293;52.325726;114.001989;73.373556;177.206278;55.470943;211.941481;61.574936;40.000000;40.000000
35.606301;222.017527;425.508261;82.618713;75.274467;259.589911;53.172827;55.369616;165.172577;40.000000;40.000000
36.573530;151.031256;85.727453;121.038198;8.669615;101.846695;57.071924;86.461067;378.881216;20.903384;16.129230
37.524573;350.063562;56.917906;74.630022;7.396936;8.446693;66.146851;54.109097;82.586288;-3.912958;-4.072921
38.506847;241.075277;138.093710;47.924042;7.340193;7.514477;371.739626;75.651407;334.831953;-4.657805;-4.684363
39.445869;162.910938;52.901268;44.689655;6.152630;7.157803;61.915398;111.825466;43.518305;-5.653405;-5.806574
40.446204;96.439838;94.161987;72.031975;6.955147;8.466959;200.499535;51.969051;794.155359;-4.166799;-4.397170
41.396131;183.585882;38.674831;65.944195;5.714893;6.274223;166.684389;59.552431;121.751547;-6.997280;-8.092163
42.351869;60.914278;339.780807;80.442190;11.271715;8.142710;118.046999;47.003984;81.447363;-1.782795;-1.305994
43.324676;234.225512;63.054323;93.416214;125.423670;53.448439;365.838289;47.461987;38.301945;37.929990;39.741249
44.276129;118.727922;66.823721;46.785116;95.199585;153.613091;126.258612;7.514477;87.466240;5.348775;30.099650
45.258150;148.797989;149.803162;147.764444;68.120718;14.027834;105.247259;299.590111;288.387299;20.211683;24.169346
46.199860;77.349663;57.935238;52.021742;91.474771;91.085672;15.689611;43.656111;99.005461;17.773359;28.886680
47.176312;415.582180;118.861675;55.183172;64.055443;132.042408;14.262915;115.481377;58.632374;16.468951;28.234475
48.156260;126.988173;65.619946;53.241730;147.440195;49.674988;13.261795;345.013380;91.835499;15.553641;27.776821
49.117752;417.961359;39.420605;63.240767;209.829807;61.761379;58.514833;9.488344;14.348030;-23.993317;26.174316
50.063293;84.645271;81.382513;159.798145;49.861431;85.322142;82.043171;40.478468;46.886444;40.000000;40.000000
51.023541;200.069904;48.110485;74.220657;131.170988;165.225267;95.183372;57.152987;64.343214;40.000000;40.000000
52.050991;62.563896;49.537182;90.064287;275.822639;74.885368;43.299437;220.915079;156.332731;40.000000;40.000000
53.045196;561.542988;226.354361;46.002865;57.071924;50.659895;81.532478;80.442190;104.566336;40.000000;40.000000
53.997404;52.649975;87.855339;70.771456;77.706337;88.925362;89.541435;223.533392;59.329510;40.000000;40.000000
54.946576;73.507309;44.507265;149.564028;48.074007;66.811562;121.159792;59.025526;73.170900;40.000000;40.000000
55.918167;118.269920;101.729155;87.887764;331.297636;147.865772;94.161987;109.462500;73.726177;40.000000;40.000000
56.898170;115.838051;143.261433;99.447250;283.170938;59.876680;51.405668;298.439026;74.338198;40.000000;40.000000
57.879055;84.710121;265.880346;52.001476;181.936264;124.001026;138.450384;129.488945;137.242556;40.000000;40.000000
58.856311;147.423983;45.167923;233.459473;47.733545;59.637547;134.928226;41.313410;186.625719;40.000000;40.000000
59.846307;96.950531;103.666544;62.016726;75.582504;70.260763;249.286890;377.316713;82.991600;40.000000;40.000000
60.820867;251.909256;24.326801;394.145250;73.134422;116.535187;178.312778;5.763531;8.616924;-39.552958;8.065767
61.768681;41.208029;162.554264;23.321629;81.463575;8.706093;7.157803;5.897284;246.465921;-57.870758;-19.729963
62.708893;129.622698;79.749107;117.078304;52.463531;82.926750;8.244038;9.297848;45.816422;-21.782985;16.126142
63.657508;101.068497;54.567099;57.477236;180.627108;66.385984;6.647110;94.295740;102.442503;9.505929;24.752965
64.619695;86.562395;90.558767;288.253546;25.481939;332.858086;8.819580;7.567167;7.396936;-71.696625;-0.167664
65.557306;90.254784;73.081732;39.254427;58.141947;102.187157;11.523008;7.700920;7.854939;-60.015653;11.558456
66.518874;145.843267;39.744854;98.478556;27.131557;86.274624;36.700964;71.521282;119.951963;29.062358;28.415186
67.476493;48.211813;167.280197;125.987053;102.203369;38.727522;131.884336;41.921377;125.119686;39.030493;39.224394
68.465619;219.589710;59.398413;141.153812;278.886795;236.215591;217.652321;131.868124;58.717489;40.000000;40.000000
69.444177;85.034370;129.951000;142.235994;255.001783;84.912777;106.759071;168.897390;107.573748;40.000000;40.000000
70.431355;311.627865;95.503569;404.736042;177.988529;44.251919;57.578564;111.027002;106.913090;40.000000;40.000000
71.416826;45.305729;77.365875;108.493805;45.135498;496.283770;289.813995;175.832272;60.148239;40.000000;40.000000
72.367760;226.269245;51.798820;99.974155;105.226994;111.687660;18.085003;49.978971;58.599949;19.963431;29.981716
73.345500;45.471907;34.034014;86.902857;233.155489;192.150116;261.442184;181.676865;148.887157;38.181795;33.636281
74.350423;527.391434;149.515390;110.074520;279.036760;85.237026;122.963428;270.914316;81.309557;40.000000;40.000000
75.306518;91.000557;60.671091;58.599949;96.561432;159.542799;56.561232;76.364756;156.162500;40.000000;40.000000
76.302388;333.826780;85.577488;129.829407;47.770023;41.463375;112.863064;145.146132;223.379374;40.000000;40.000000
77.257815;98.393440;75.306892;65.247059;129.132271;68.201780;66.487312;192.490578;64.464808;40.000000;40.000000
78.219010;90.542555;48.775196;69.628477;129.456520;48.313141;324.597836;44.028997;84.098101;40.000000;40.000000
79.216783;83.453655;286.583662;260.116816;143.002033;232.948780;186.812162;181.149960;127.296209;40.000000;40.000000
80.181923;102.511406;50.436974;42.792797;185.725927;253.607512;211.005211;48.908949;55.081844;40.000000;40.000000
81.139809;87.498665;66.163063;51.798820;59.211969;118.067265;71.484804;131.916761;212.804794;40.000000;40.000000
82.100947;46.290636;60.026646;109.515190;116.960764;60.095549;60.825109;351.320028;53.586245;40.000000;40.000000
83.073255;102.320910;103.958368;72.879076;346.987247;89.979172;107.318401;51.389456;171.479225;40.000000;40.000000
84.042227;125.119686;105.194569;149.535656;57.663679;62.681437;94.555140;341.393948;73.576212;40.000000;40.000000
85.041999;93.549967;228.036404;153.884649;139.382601;91.847658;55.896521;81.463575;627.827644;40.000000;40.000000
86.033040;163.133860;113.681793;79.834223;175.374269;145.705462;355.928421;159.137487;157.998562;40.000000;40.000000
86.995158;50.149202;86.785316;196.312666;80.357075;142.548084;39.542198;212.991238;69.442034;39.581438;39.790719
87.961028;92.512369;55.215597;426.870108;87.243319;52.362204;45.046329;51.815033;61.352015;40.000000;40.000000
88.974426;108.291149;405.380487;50.980091;300.627708;160.069704;205.428123;224.485874;305.572510;40.000000;40.000000
89.971247;818.157911;44.539690;59.025526;220.473289;84.337234;123.980761;49.926281;65.332174;40.000000;40.000000
90.947989;193.730831;69.036722;212.991238;97.769260;51.186800;49.281836;98.004341;135.317326;40.000000;40.000000
91.948438;149.872065;145.401478;120.851755;96.966743;142.835855;88.771343;293.149710;368.099928;40.000000;40.000000
